Non	ADV	non
,	PUN	,
mon	DET:POS	mon
cher	ADJ	cher
Salsbury	NAM	Salsbury
,	PUN	,
vous	PRO:PER	vous
n'	ADV	ne
avez	VER:pres	avoir
rien	ADV	rien
à	PRP	à
craindre	VER:infi	craindre
:	PUN	:
Quel	PRO:REL	quel
que	KON	que
soit	KON	soit
son	DET:POS	son
courroux	NOM	courroux
,	PUN	,
l'	DET:ART	le
amour	NOM	amour
saura	VER:simp	saurer
l'	PRO:PER	la|le
éteindre	VER:infi	éteindre
;	PUN	;
Et	NOM	Et
dans	PRP	dans
l'	DET:ART	le
état	NOM	état
funeste	ADJ	funeste
où	PRO:REL	où
m'	PRO:PER	me
a	VER:pres	avoir
plongé	VER:pper	plonger
le	DET:ART	le
Sort	NAM	Sort
,	PUN	,
Je	PRO:PER	je
suis	VER:pres	suivre|être
trop	ADV	trop
malheureux	ADJ	malheureux
pour	PRP	pour
obtenir	VER:infi	obtenir
la	DET:ART	le
mort	NOM	mort
.	SENT	.
Non	ADV	non
qu'	KON	que
il	PRO:PER	il
ne	ADV	ne
me	PRO:PER	me
soit	VER:subp	être
dur	ADJ	dur
qu'	KON	que
on	PRO:PER	on
permette	VER:subp	permettre
à	PRP	à
l'	DET:ART	le
Envie	NOM	envie
D'	ADJ	D'
attaquer	VER:infi	attaquer
lâchement	ADV	lâchement
la	DET:ART	le
gloire	NOM	gloire
de	PRP	de
ma	DET:POS	mon
vie	NOM	vie
.	SENT	.
Un	DET:ART	un
Homme	NAM	Homme
tel	PRO:DEM	tel
que	PRO:REL	que
moi	PRO:PER	moi
,	PUN	,
sur	PRP	sur
l'	DET:ART	le
appui	NOM	appui
de	PRP	de
son	DET:POS	son
nom	NOM	nom
,	PUN	,
Devrait	NAM	Devrait
,	PUN	,
comme	ADV	comme
du	PRP:det	du
crime	NOM	crime
,	PUN	,
être	VER:infi	être
exempt	ADJ	exempt
du	PRP:det	du
soupçon	NOM	soupçon
;	PUN	;
Mais	VER:impf	Mais
enfin	ADV	enfin
cent	NUM	cent
exploits	NOM	exploit
et	KON	et
sur	PRP	sur
Mer	NAM	Mer
et	KON	et
sur	PRP	sur
terre	NOM	terre
,	PUN	,
M'	NAM	M'
ont	VER:pres	avoir
fait	VER:pper	faire
connaître	VER:infi	connaître
assez	ADV	assez
à	PRP	à
toute	PRO:IND	tout
l'	DET:ART	le
Angleterre	NAM	Angleterre
;	PUN	;
Et	NAM	Et
j'	PRO:PER	je
ai	VER:pres	avoir
trop	ADV	trop
bien	ADV	bien
servi	VER:pper	servir
,	PUN	,
pour	PRP	pour
pouvoir	VER:infi	pouvoir
redouter	VER:infi	redouter
Ce	NAM	Ce
que	KON	que
mes	DET:POS	mon
Ennemis	NOM	ennemi
ont	VER:pres	avoir
osé	VER:pper	oser
m'	PRO:PER	me
imputer	VER:infi	imputer
.	SENT	.
Ainsi	ADV	ainsi
quand	KON	quand
l'	DET:ART	le
imposture	NOM	imposture
aurait	VER:cond	avoir
surpris	VER:pper	surprendre
la	DET:ART	le
Reine	NAM	Reine
,	PUN	,
L'	DET:ART	le
intérêt	NOM	intérêt
de	PRP	de
l'	DET:ART	le
État	NAM	État
rend	VER:pres	rendre
ma	DET:POS	mon
grâce	NOM	grâce
certaine	ADJ	certain
;	PUN	;
Et	VER:ppre	Et
l'	DET:ART	le
on	PRO:PER	on
ne	ADV	ne
sait	VER:pres	savoir
que	KON	que
trop	ADV	trop
par	PRP	par
ce	PRO:DEM	ce
qu'	PRO:REL	que
a	VER:pres	avoir
fait	VER:pper	faire
mon	DET:POS	mon
bras	NOM	bras
,	PUN	,
Que	NOM	Que
qui	PRO:REL	qui
perd	VER:pres	perdre
mes	DET:POS	mon
pareils	NOM	pareil
,	PUN	,
ne	ADV	ne
les	PRO:PER	la|le
recouvre	VER:pres	recouvrer|recouvrir
pas	ADV	pas
.	SENT	.
Je	PRO:PER	je
sais	VER:pres	savoir
ce	PRO:DEM	ce
que	PRO:REL	que
de	PRP	de
vous	PRO:PER	vous
par	PRP	par
plus	ADV	plus
d'	PRP	de
une	DET:ART	un
victoire	NOM	victoire
L'	DET:ART	le
Angleterre	NAM	Angleterre
a	VER:pres	avoir
reçu	VER:pper	recevoir
de	PRP	de
surcroît	NOM	surcroît
à	PRP	à
sa	DET:POS	son
gloire	NOM	gloire
.	SENT	.
Vos	DET:POS	votre
services	NOM	service
sont	VER:pres	être
grands	ADJ	grand
,	PUN	,
et	KON	et
jamais	ADV	jamais
Potentat	NAM	Potentat
N'	NAM	N'
a	VER:pres	avoir
sur	PRP	sur
un	DET:ART	un
bras	NOM	bras
plus	ADV	plus
ferme	ADV	ferme
appuyé	VER:pper	appuyer
son	DET:POS	son
État	NAM	État
;	PUN	;
Mais	NAM	Mais
malgré	PRP	malgré
vos	DET:POS	votre
exploits	NOM	exploit
,	PUN	,
malgré	PRP	malgré
votre	DET:POS	votre
vaillance	NOM	vaillance
,	PUN	,
Ne	NAM	Ne
vous	PRO:PER	vous
aveuglez	VER:pres	aveugler
point	ADV	point
sur	PRP	sur
trop	ADV	trop
de	PRP	de
confiance	NOM	confiance
.	SENT	.
Plus	ADV	plus
la	DET:ART	le
Reine	NAM	Reine
au	PRP:det	au
mérite	NOM	mérite
égalant	VER:ppre	égaler
ses	DET:POS	son
bienfaits	NOM	bienfait
,	PUN	,
Vous	NAM	Vous
a	VER:pres	avoir
mis	VER:pper	mettre
en	PRP	en
état	NOM	état
de	PRP	de
ne	ADV	ne
tomber	VER:infi	tomber
jamais	ADV	jamais
,	PUN	,
Plus	NAM	Plus
vous	PRO:PER	vous
devez	VER:pres	devoir
trembler	VER:infi	trembler
que	KON	que
trop	ADV	trop
d'	PRP	de
orgueil	NOM	orgueil
n'	ADV	ne
éteigne	VER:subp	éteindre
Un	ADJ	Un
amour	NOM	amour
qu'	KON	que
avec	PRP	avec
honte	NOM	honte
elle	PRO:PER	elle
voit	VER:pres	voir
qu'	KON	que
on	PRO:PER	on
dédaigne	VER:pres	dédaigner
.	SENT	.
Pour	PRP	pour
voir	VER:infi	voir
votre	DET:POS	votre
faveur	NOM	faveur
tout	ADV	tout
à	PRP	à
coup	NOM	coup
expirer	VER:infi	expirer
,	PUN	,
La	DET:ART	le
main	NOM	main
qui	PRO:REL	qui
vous	PRO:PER	vous
soutient	VER:pres	soutenir
n'	ADV	ne
a	VER:pres	avoir
qu'	ADV	qu'
à	PRP	à
se	PRO:PER	se
retirer	VER:infi	retirer
;	PUN	;
Et	NOM	Et
quelle	PRO:REL	quel
sûreté	NOM	sûreté
le	DET:ART	le
plus	ADV	plus
rare	ADJ	rare
service	NOM	service
Donne-t-il	NAM	Donne-t-il
à	PRP	à
qui	PRO:REL	qui
marche	VER:pres	marcher
au	PRP:det	au
bord	NOM	bord
du	PRP:det	du
précipice	NOM	précipice
?	SENT	?
Un	DET:ART	un
faux	ADJ	faux
pas	ADV	pas
y	PRO:PER	y
fait	VER:pres	faire
choir	VER:infi	choir
;	PUN	;
mille	NUM	mille
fameux	ADJ	fameux
revers	NOM	revers
D'	ADJ	D'
exemples	NOM	exemple
étonnants	ADJ	étonnant
ont	VER:pres	avoir
rempli	VER:pper	remplir
