Enfin	ADV	enfin
,	PUN	,
Léon	NAM	Léon
,	PUN	,
tu	PRO:PER	tu
vois	VER:pres	voir
cette	PRO:DEM	ce
grande	ADJ	grand
journée	NOM	journée
Qui	NAM	Qui
doit	VER:pres	devoir
de	PRP	de
Tamerlan	NOM	Tamerlan
éclairer	VER:infi	éclairer
l'	DET:ART	le
hyménée	NOM	hyménée
;	PUN	;
La	DET:ART	le
Princesse	NOM	princesse
Araxide	ADJ	Araxide
est	VER:pres	être
l'	DET:ART	le
objet	NOM	objet
de	PRP	de
ses	DET:POS	son
voeux	NOM	vœu
,	PUN	,
Elle	NAM	Elle
arrive	VER:pres	arriver
en	PRP	en
ce	PRO:DEM	ce
Camp	NOM	camp
,	PUN	,
et	KON	et
couronne	VER:pres	couronner
ses	DET:POS	son
feux	NOM	feu
:	PUN	:
Ce	PRO:DEM	ce
superbe	ADJ	superbe
vainqueur	NOM	vainqueur
,	PUN	,
déjà	ADV	déjà
l'	DET:ART	le
effroi	NOM	effroi
du	PRP:det	du
Monde	NAM	Monde
,	PUN	,
Unit	VER:simp	unir
à	PRP	à
ses	DET:POS	son
États	NAM	États
celui	PRO:DEM	celui
de	PRP	de
Trebizonde	NAM	Trebizonde
;	PUN	;
Araxide	NAM	Araxide
en	PRO:PER	en
hérite	VER:pres	hériter
,	PUN	,
et	KON	et
va	VER:pres	aller
faire	VER:infi	faire
trembler	VER:infi	trembler
Tant	VER:pper	Tant
de	PRP	de
Rois	NAM	Rois
ses	DET:POS	son
voisins	NOM	voisin
qui	PRO:REL	qui
voulaient	VER:impf	vouloir
l'	PRO:PER	la|le
accabler	VER:infi	accabler
.	SENT	.
Aurait	VER:cond	avoir
-en	PRO:PER	en
cru	VER:pper	croire
qu'	KON	que
un	DET:ART	un
coeur	NOM	cœur
si	KON	si
fier	VER:infi	fier
et	KON	et
si	ADV	si
sauvage	ADJ	sauvage
,	PUN	,
Qui	NAM	Qui
n'	ADV	ne
avait	VER:impf	avoir
respiré	VER:pper	respirer
que	KON	que
sang	NOM	sang
et	KON	et
que	KON	que
carnage	NOM	carnage
,	PUN	,
Pour	NOM	Pour
un	DET:ART	un
second	NUM	second
hymen	NOM	hymen
soupirât	VER:subi	soupirer
en	PRP	en
ce	PRO:DEM	ce
jour	NOM	jour
,	PUN	,
Et	NOM	Et
voulût	VER:subi	vouloir
tout	ADV	tout
entier	ADJ	entier
