Oui	INT	oui
,	PUN	,
puisque	KON	puisque
je	PRO:PER	je
retrouve	VER:pres	retrouver
un	DET:ART	un
ami	NOM	ami
si	ADV	si
fidèle	ADJ	fidèle
,	PUN	,
Ma	VER:simp	Ma
fortune	NOM	fortune
va	VER:pres	aller
prendre	VER:infi	prendre
une	DET:ART	un
face	NOM	face
nouvelle	ADJ	nouveau
:	PUN	:
Et	KON	et
déjà	ADV	déjà
son	DET:POS	son
courroux	NOM	courroux
semble	VER:pres	sembler
s'	PRO:PER	se
être	VER:infi	être
adouci	VER:pper	adoucir
,	PUN	,
Depuis	NAM	Depuis
qu'	KON	que
elle	PRO:PER	elle
a	VER:pres	avoir
pris	VER:pper	prendre
soin	NOM	soin
de	PRP	de
nous	PRO:PER	nous
rejoindre	VER:infi	rejoindre
ici	ADV	ici
.	SENT	.
Qui	PRO:REL	qui
l'	PRO:PER	la|le
eût	VER:subi	avoir
dit	VER:pper	dire
?	SENT	?
Qu'	KON	que
un	DET:ART	un
rivage	NOM	rivage
à	PRP	à
mes	DET:POS	mon
voeux	NOM	vœu
si	ADV	si
funeste	ADJ	funeste
,	PUN	,
Présenterait	VER:cond	présenter
d'	PRP	de
abord	NOM	abord
Pylade	NOM	Pylade
aux	PRP:det	au
yeux	NOM	œil
d'	PRP	de
Oreste	NAM	Oreste
;	PUN	;
Qu'	NAM	Qu'
après	KON	après
plus	ADV	plus
de	PRP	de
six	NUM	six
mois	NOM	moi|mois
que	PRO:REL	que
je	PRO:PER	je
t'	PRO:PER	te
avais	VER:impf	avoir
perdu	VER:pper	perdre
,	PUN	,
À	PRP	à
la	DET:ART	le
Cour	NAM	Cour
de	PRP	de
Pyrrhus	NAM	Pyrrhus
tu	PRO:PER	tu
me	PRO:PER	me
serais	VER:cond	être
rendu	VER:pper	rendre
?	SENT	?
J'	PRO:PER	je
en	PRO:PER	en
rends	VER:pres	rendre
grâces	NOM	grâce
au	PRP:det	au
ciel	NOM	ciel
,	PUN	,
qui	PRO:REL	qui
m'	PRO:PER	me
arrêtant	VER:ppre	arrêter
sans	PRP	sans
cesse	NOM	cesse
,	PUN	,
Semblait	VER:impf	sembler
m'	PRO:PER	me
avoir	VER:infi	avoir
fermé	VER:pper	fermer
le	DET:ART	le
chemin	NOM	chemin
de	PRP	de
la	DET:ART	le
Grèce	NAM	Grèce
,	PUN	,
Depuis	VER:simp	Depuis
le	DET:ART	le
jour	NOM	jour
fatal	ADJ	fatal
que	KON	que
la	DET:ART	le
fureur	NOM	fureur
des	PRP:det	du
eaux	NOM	eau
Presque	ADJ	Presque
aux	PRP:det	au
yeux	NOM	œil
de	PRP	de
l'	DET:ART	le
Épire	NOM	Épire
,	PUN	,
écarta	VER:simp	écarter
nos	DET:POS	notre
vaisseaux	NOM	vaisseau
.	SENT	.
Combien	ADV	combien
dans	PRP	dans
