Arrêtons	VER:pres	arrêter
-je	PRO:PER	je
donc	ADV	donc
attendu	VER:pper	attendre
ce	PRO:DEM	ce
moment	NOM	moment
Pour	NOM	Pour
me	PRO:PER	me
venir	VER:infi	venir
encor	ADV	encor
déclarer	VER:infi	déclarer
son	DET:POS	son
amant	NOM	amant
?	SENT	?
Quel	PRO:REL	quel
fruit	NOM	fruit
me	PRO:PER	me
reviendra	VER:futu	revenir
d'	PRP	de
un	DET:ART	un
aveu	NOM	aveu
téméraire	ADJ	téméraire
?	SENT	?
Ah	INT	ah
!	SENT	!
Puisqu'il	NAM	Puisqu'il
faut	VER:pres	falloir
partir	VER:infi	partir
,	PUN	,
partons	VER:pres	partir
sans	PRP	sans
lui	PRO:PER	lui
déplaire	VER:infi	déplaire
.	SENT	.
Retirons-nous	NOM	Retirons-nous
,	PUN	,
sortons	VER:pres	sortir
,	PUN	,
et	KON	et
sans	PRP	sans
nous	PRO:PER	nous
découvrir	VER:infi	découvrir
,	PUN	,
Allons	VER:pres	aller
loin	ADV	loin
de	PRP	de
ses	DET:POS	son
yeux	NOM	œil
l'	PRO:PER	la|le
oublier	VER:infi	oublier
,	PUN	,
ou	KON	ou
mourir	VER:infi	mourir
.	SENT	.
Hé	INT	hé
quoi	PRO	quoi
!	SENT	!
Souffrir	VER:infi	souffrir
toujours	ADV	toujours
un	DET:ART	un
tourment	NOM	tourment
qu'	PRO:REL	que
elle	PRO:PER	elle
ignore	VER:pres	ignorer
?	SENT	?
Toujours	ADV	toujours
verser	VER:infi	verser
des	PRP:det	du
pleurs	NOM	pleur|pleurs
qu'	PRO:REL	que
il	PRO:PER	il
faut	VER:pres	falloir
que	KON	que
je	PRO:PER	je
dévore	VER:pres	dévorer
?	SENT	?
Quoi	PRO	quoi
?	SENT	?
Même	ADV	même
en	PRP	en
la	DET:ART	le
perdant	NOM	perdant
redouter	VER:infi	redouter
son	DET:POS	son
courroux	NOM	courroux
?	SENT	?
Belle	ADJ	beau
reine	NOM	reine
:	PUN	:
et	KON	et
pourquoi	ADV	pourquoi
vous	PRO:PER	vous
offenseriez	VER:cond	offenser
-vous	PRO:PER	vous
?	SENT	?
Viens	VER:pres	venir
-je	PRO:PER	je
vous	PRO:PER	vous
demander	VER:infi	demander
que	KON	que
vous	PRO:PER	vous
quittiez	VER:impf	quitter
l'	DET:ART	le
Empire	NAM	Empire
?	SENT	?
Que	KON	que
vous	PRO:PER	vous
m'	PRO:PER	me
aimiez	VER:impf	aimer
?	SENT	?
Hélas	INT	hélas
!	SENT	!
je	PRO:PER	je
ne	ADV	ne
viens	VER:pres	venir
que	KON	que
vous	PRO:PER	vous
dire	VER:infi	dire
Qu'	NOM	Qu'
après	PRP	après
m'	PRO:PER	me
être	VER:infi	être
longtemps	ADV	longtemps
flatté	VER:pper	flatter
que	KON	que
mon	DET:POS	mon
rival	NOM	rival
Trouverait	NAM	Trouverait
à	PRP	à
ses	DET:POS	son
voeux	NOM	vœu
quelque	PRO:IND	quelque
obstacle	NOM	obstacle
fatal	ADJ	fatal
;	PUN	;
Aujourd'hui	NAM	Aujourd'hui
qu'	KON	que
il	PRO:PER	il
peut	VER:pres	pouvoir
tout	ADV	tout
,	PUN	,
que	KON	que
votre	DET:POS	votre
hymen	NOM	hymen
s'	PRO:PER	se
avance	VER:pres	avancer
,	PUN	,
Exemple	NOM	exemple
infortuné	ADJ	infortuné
d'	PRP	de
une	DET:ART	un
longue	ADJ	longue
constance	NOM	constance
,	PUN	,
Après	NAM	Après
cinq	NUM	cinq
ans	NOM	an
d'	PRP	de
amour	NOM	amour
,	PUN	,
et	KON	et
d'	PRP	de
espoir	NOM	espoir
superflus	ADJ	superflu
,	PUN	,
Je	PRO:PER	je
pars	VER:pres	partir
,	PUN	,
fidèle	ADJ	fidèle
encor	ADV	encor
quand	KON	quand
je	PRO:PER	je
n'	ADV	ne
espère	VER:pres	espérer
plus	ADV	plus
.	SENT	.
Au	PRP:det	au
lieu	NOM	lieu
de	PRP	de
s'	PRO:PER	se
offenser	VER:infi	offenser
,	PUN	,
elle	PRO:PER	elle
pourra	VER:futu	pouvoir
me	PRO:PER	me
plaindre	VER:infi	plaindre
.	SENT	.
Quoi	PRO	quoi
qu'	KON	que
il	PRO:PER	il
en	PRO:PER	en
soit	VER:subp	être
,	PUN	,
parlons	VER:pres	parler
,	PUN	,
c'	PRO:DEM	ce
est	VER:pres	être
assez	ADV	assez
nous	PRO:PER	nous
contraindre	VER:infi	contraindre
.	SENT	.
Et	KON	et
que	PRO:REL	que
peut	VER:pres	pouvoir
craindre	VER:infi	craindre
,	PUN	,
hélas	INT	hélas
!	SENT	!
un	DET:ART	un
amant	NOM	amant
sans	PRP	sans
espoir	NOM	espoir
Qui	NAM	Qui
peut	VER:pres	pouvoir
bien	ADV	bien
se	PRO:PER	se
résoudre	VER:infi	résoudre
à	PRP	à
ne	ADV	ne
la	DET:ART	le
jamais	ADV	jamais
voir	VER:infi	voir
?	SENT	?
Arsace	NAM	Arsace
,	PUN	,
entrerons-nous	NOM	entrerons-nous
?	SENT	?
Seigneur	NOM	seigneur
,	PUN	,
j'	PRO:PER	je
ai	VER:pres	avoir
vu	VER:pper	voir
la	DET:ART	le
reine	NOM	reine
.	SENT	.
Mais	KON	mais
pour	PRP	pour
me	PRO:PER	me
faire	VER:infi	faire
voir	VER:infi	voir
,	PUN	,
je	PRO:PER	je
n'	ADV	ne
ai	VER:pres	avoir
percé	VER:pper	percer
qu'	KON	que
à	PRP	à
peine	NOM	peine
Les	DET:ART	le
flots	NOM	flot
toujours	ADV	toujours
nouveaux	ADJ	nouveau
d'	PRP	de
un	DET:ART	un
peuple	NOM	peuple
adorateur	ADJ	adorateur
Qu'	NAM	Qu'
attire	VER:pres	attirer
sur	PRP	sur
ses	DET:POS	son
pas	NOM	pas
sa	DET:POS	son
prochaine	ADJ	prochain
grandeur	NOM	grandeur
.	SENT	.
Titus	NAM	Titus
après	PRP	après
huit	NUM	huit
jours	NOM	jour
d'	PRP	de
une	DET:ART	un
retraite	NOM	retraite
austère	ADJ	austère
Cesse	VER:subp	cesser
enfin	ADV	enfin
de	PRP	de
pleurer	VER:infi	pleurer
Vespasien	NAM	Vespasien
son	DET:POS	son
père	NOM	père
.	SENT	.
Cet	PRO:DEM	ce
amant	NOM	amant
se	PRO:PER	se
redonne	VER:pres	redonner
aux	PRP:det	au
soins	NOM	soin
de	PRP	de
son	DET:POS	son
amour	NOM	amour
.	SENT	.
Et	KON	et
si	KON	si
j'	PRO:PER	je
en	PRO:PER	en
crois	VER:pres	croire
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
l'	DET:ART	le
entretien	NOM	entretien
de	PRP	de
la	DET:ART	le
cour	NOM	cour
,	PUN	,
Peut-être	NOM	Peut-être
avant	PRP	avant
la	DET:ART	le
nuit	NOM	nuit
l'	DET:ART	le
heureuse	ADJ	heureux
Bérénice	NAM	Bérénice
Change	NAM	Change
le	DET:ART	le
nom	NOM	nom
de	PRP	de
reine	NOM	reine
au	PRP:det	au
nom	NOM	nom
d'	PRP	de
impératrice	NOM	impératrice
.	SENT	.
Hélas	INT	hélas
!	SENT	!
Quoi	PRO	quoi
!	SENT	!
Ce	PRO:DEM	ce
discours	NOM	discours
pourrait-il	ADJ	pourrait-il
vous	PRO:PER	vous
troubler	VER:infi	troubler
?	SENT	?
Ainsi	ADV	ainsi
donc	ADV	donc
sans	PRP	sans
témoins	NOM	témoin
je	PRO:PER	je
ne	ADV	ne
lui	PRO:PER	lui
puis	ADV	puis
parler	VER:infi	parler
?	SENT	?
Vous	PRO:PER	vous
la	PRO:PER	la
verrez	VER:futu	voir
,	PUN	,
Seigneur	NAM	Seigneur
.	SENT	.
Bérénice	NAM	Bérénice
est	VER:pres	être
instruite	VER:pper	instruire
Que	NAM	Que
vous	PRO:PER	vous
voulez	VER:pres	vouloir
ici	ADV	ici
la	DET:ART	le
voir	VER:infi	voir
seule	ADJ	seul
,	PUN	,
et	KON	et
sans	PRP	sans
suite	NOM	suite
.	SENT	.
La	DET:ART	le
reine	NOM	reine
d'	PRP	de
un	DET:ART	un
regard	NOM	regard
a	VER:pres	avoir
daigné	VER:pper	daigner
m'	PRO:PER	me
avertir	VER:infi	avertir
Qu'	NOM	Qu'
à	PRP	à
votre	DET:POS	votre
empressement	NOM	empressement
elle	PRO:PER	elle
allait	VER:impf	aller
consentir	VER:infi	consentir
.	SENT	.
Et	KON	et
sans	PRP	sans
doute	NOM	doute
elle	PRO:PER	elle
attend	VER:pres	attendre
le	DET:ART	le
moment	NOM	moment
favorable	ADJ	favorable
Pour	NOM	Pour
disparaître	VER:infi	disparaître
aux	PRP:det	au
yeux	NOM	œil
d'	PRP	de
une	DET:ART	un
cour	NOM	cour
qui	PRO:REL	qui
l'	PRO:PER	la|le
accable	VER:pres	accabler
.	SENT	.
Il	PRO:PER	il
suffit	VER:pres	suffire
.	SENT	.
Cependant	ADV	cependant
n'	ADV	ne
as	VER:pres	avoir
-tu	PRO:PER	tu
rien	ADV	rien
négligé	VER:pper	négliger
Des	ADJ	Des
ordres	NOM	ordre
importants	ADJ	important
dont	PRO:REL	dont
je	PRO:PER	je
t'	PRO:PER	te
avais	VER:impf	avoir
chargé	VER:pper	charger
?	SENT	?
Seigneur	NOM	seigneur
,	PUN	,
vous	PRO:PER	vous
connaissez	VER:pres	connaître
ma	DET:POS	mon
prompte	ADJ	prompt
obéissance	NOM	obéissance
.	SENT	.
Des	PRP:det	du
vaisseaux	NOM	vaisseau
dans	PRP	dans
Ostie	NAM	Ostie
armés	ADJ	armé
en	PRP	en
diligence	NOM	diligence
,	PUN	,
Prêts	NOM	prêt
à	PRP	à
quitter	VER:infi	quitter
le	DET:ART	le
port	NOM	port
de	PRP	de
moments	NOM	moment
en	PRP	en
moments	NOM	moment
,	PUN	,
N'	NAM	N'
attendent	VER:pres	attendre
pour	PRP	pour
partir	VER:infi	partir
que	KON	que
vos	DET:POS	votre
commandements	NOM	commandement
.	SENT	.
Mais	KON	mais
qui	PRO:REL	qui
renvoyez	VER:pres	renvoyer
-vous	PRO:PER	vous
dans	PRP	dans
votre	DET:POS	votre
Comagène	NOM	Comagène
?	SENT	?
Arsace	NAM	Arsace
,	PUN	,
il	PRO:PER	il
faut	VER:pres	falloir
partir	VER:infi	partir
quand	KON	quand
j'	PRO:PER	je
aurai	VER:futu	avoir
vu	VER:pper	voir
la	DET:ART	le
reine	NOM	reine
.	SENT	.
Qui	PRO:REL	qui
doit	VER:pres	devoir
partir	VER:infi	partir
?	SENT	?
Moi	PRO:PER	moi
.	SENT	.
Vous	PRO:PER	vous
?	SENT	?
En	PRP	en
sortant	VER:ppre	sortir
du	PRP:det	du
palais	NOM	palais
,	PUN	,
Je	PRO:PER	je
sors	VER:pres	sortir
de	PRP	de
Rome	NAM	Rome
,	PUN	,
Arsace	NAM	Arsace
,	PUN	,
et	KON	et
j'	PRO:PER	je
en	PRO:PER	en
sors	VER:pres	sortir
pour	PRP	pour
jamais	ADV	jamais
.	SENT	.
Je	PRO:PER	je
suis	VER:pres	suivre|être
surpris	VER:pper	surprendre
sans	PRP	sans
doute	NOM	doute
,	PUN	,
et	KON	et
c'	PRO:DEM	ce
est	VER:pres	être
avec	PRP	avec
justice	NOM	justice
.	SENT	.
Quoi	PRO	quoi
!	SENT	!
Depuis	PRP	depuis
si	ADV	si
longtemps	ADV	longtemps
la	DET:ART	le
reine	NOM	reine
Bérénice	NAM	Bérénice
Vous	NAM	Vous
arrache	VER:pres	arracher
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
du	PRP:det	du
sein	NOM	sein
de	PRP	de
vos	DET:POS	votre
États	NAM	États
,	PUN	,
Depuis	VER:pper	Depuis
trois	NUM	trois
ans	NOM	an
dans	PRP	dans
Rome	NAM	Rome
elle	PRO:PER	elle
arrête	VER:pres	arrêter
vos	DET:POS	votre
pas	NOM	pas
,	PUN	,
Et	NOM	Et
lorsque	KON	lorsque
cette	PRO:DEM	ce
reine	NOM	reine
assurant	VER:ppre	assurer
sa	DET:POS	son
conquête	NOM	conquête
Vous	NAM	Vous
attend	VER:pres	attendre
pour	PRP	pour
témoin	NOM	témoin
de	PRP	de
cette	PRO:DEM	ce
illustre	ADJ	illustre
fête	NOM	fête
,	PUN	,
Quand	NAM	Quand
l'	DET:ART	le
amoureux	NOM	amoureux
Titus	NAM	Titus
devenant	VER:ppre	devenir
son	DET:POS	son
époux	NOM	époux
,	PUN	,
Lui	NAM	Lui
prépare	VER:pres	préparer
un	DET:ART	un
éclat	NOM	éclat
qui	PRO:REL	qui
rejaillit	VER:pres	rejaillir
sur	PRP	sur
vous	PRO:PER	vous
...	PUN	...
Arsace	NAM	Arsace
,	PUN	,
laisse	VER:pres	laisser
-la	PRO:PER	la
jouir	VER:infi	jouir
de	PRP	de
sa	DET:POS	son
fortune	NOM	fortune
,	PUN	,
Et	NAM	Et
quitte	VER:pres	quitter
un	DET:ART	un
entretien	NOM	entretien
dont	PRO:REL	dont
le	DET:ART	le
cours	NOM	cour|cours
m'	PRO:PER	me
importune	VER:pres	importuner
.	SENT	.
Je	PRO:PER	je
vous	PRO:PER	vous
entends	VER:pres	entendre
,	PUN	,
Seigneur	NAM	Seigneur
.	SENT	.
Ces	PRO:DEM	ce
mêmes	ADJ	même
dignités	NOM	dignité
Ont	VER:futu	Ont
rendu	VER:pper	rendre
Bérénice	NOM	Bérénice
ingrate	ADJ	ingrat
à	PRP	à
vos	DET:POS	votre
bontés	NOM	bonté
.	SENT	.
L'	DET:ART	le
inimitié	NOM	inimitié
succède	VER:pres	succéder
à	PRP	à
l'	DET:ART	le
amitié	NOM	amitié
trahie	VER:pper	trahir
.	SENT	.
Non	ADV	non
,	PUN	,
Arsace	NAM	Arsace
,	PUN	,
jamais	ADV	jamais
je	PRO:PER	je
ne	ADV	ne
l'	PRO:PER	la|le
ai	VER:pres	avoir
moins	ADV	moins
haïe	VER:pper	haïr
.	SENT	.
Quoi	PRO	quoi
donc	ADV	donc
!	SENT	!
De	PRP	de
sa	DET:POS	son
grandeur	NOM	grandeur
déjà	ADV	déjà
trop	ADV	trop
prévenu	VER:pper	prévenir
,	PUN	,
Le	DET:ART	le
nouvel	ADJ	nouveau
empereur	NOM	empereur
vous	PRO:PER	vous
a-t-il	ADJ	a-t-il
méconnu	VER:pper	méconnaître
?	SENT	?
Quelque	PRO:IND	quelque
pressentiment	NOM	pressentiment
de	PRP	de
son	DET:POS	son
indifférence	NOM	indifférence
Vous	NAM	Vous
fait-il	NOM	fait-il
loin	ADV	loin
de	PRP	de
Rome	NAM	Rome
éviter	VER:infi	éviter
sa	DET:POS	son
présence	NOM	présence
?	SENT	?
Titus	NAM	Titus
n'	ADV	ne
a	VER:pres	avoir
point	ADV	point
pour	KON	pour
moi	PRO:PER	moi
paru	VER:pper	paraître
se	PRO:PER	se
démentir	VER:infi	démentir
,	PUN	,
J'	NOM	J'
aurais	VER:cond	avoir
tort	NOM	tort
de	PRP	de
me	PRO:PER	me
plaindre	VER:infi	plaindre
.	SENT	.
Et	KON	et
pourquoi	ADV	pourquoi
donc	ADV	donc
partir	VER:infi	partir
?	SENT	?
Quel	PRO:REL	quel
caprice	NOM	caprice
vous	PRO:PER	vous
rend	VER:pres	rendre
ennemi	ADJ	ennemi
de	PRP	de
vous	PRO:PER	vous
-même	ADJ	même
?	SENT	?
Le	DET:ART	le
ciel	NOM	ciel
met	VER:pres	mettre
sur	PRP	sur
le	DET:ART	le
trône	NOM	trône
un	DET:ART	un
prince	NOM	prince
qui	PRO:REL	qui
vous	PRO:PER	vous
aime	VER:pres	aimer
,	PUN	,
Un	ABR	Un
prince	NOM	prince
qui	PRO:REL	qui
jadis	ADV	jadis
témoin	NOM	témoin
de	PRP	de
vos	DET:POS	votre
combats	NOM	combat
Vous	NAM	Vous
vit	VER:simp	voir
chercher	VER:infi	chercher
la	DET:ART	le
gloire	NOM	gloire
et	KON	et
la	DET:ART	le
mort	NOM	mort
sur	PRP	sur
ses	DET:POS	son
pas	NOM	pas
,	PUN	,
Et	NOM	Et
de	PRP	de
qui	PRO:REL	qui
la	DET:ART	le
valeur	NOM	valeur
par	PRP	par
vos	DET:POS	votre
soins	NOM	soin
secondée	VER:pper	seconder
Mit	VER:simp	mettre
enfin	ADV	enfin
sous	PRP	sous
le	DET:ART	le
joug	NOM	joug
la	DET:ART	le
rebelle	NOM	rebelle
Judée	NAM	Judée
.	SENT	.
Il	PRO:PER	il
se	PRO:PER	se
souvient	VER:pres	souvenir
du	PRP:det	du
jour	NOM	jour
illustre	ADJ	illustre
et	KON	et
douloureux	ADJ	douloureux
Qui	NAM	Qui
décida	VER:simp	décider
du	PRP:det	du
sort	NOM	sort
d'	PRP	de
un	DET:ART	un
long	ADJ	long
siège	NOM	siège
douteux	ADJ	douteux
:	PUN	:
Sur	PRP	sur
leur	DET:POS	leur
triple	ADJ	triple
rempart	NOM	rempart
les	DET:ART	le
ennemis	NOM	ennemi
tranquilles	ADJ	tranquille
Contemplaient	VER:impf	contempler
sans	PRP	sans
péril	NOM	péril
nos	DET:POS	notre
assauts	NOM	assaut
inutiles	ADJ	inutile
,	PUN	,
Le	DET:ART	le
bélier	NOM	bélier
impuissant	ADJ	impuissant
les	PRO:PER	la|le
menaçait	VER:impf	menacer
en	PRP	en
vain	ADJ	vain
.	SENT	.
Vous	PRO:PER	vous
seul	ADJ	seul
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
vous	PRO:PER	vous
seul	ADJ	seul
,	PUN	,
une	DET:ART	un
échelle	NOM	échelle
à	PRP	à
la	DET:ART	le
main	NOM	main
,	PUN	,
Vous	NAM	Vous
portâtes	VER:simp	porter
la	DET:ART	le
mort	NOM	mort
jusque	PRP	jusque
sur	PRP	sur
leurs	DET:POS	leur
murailles	NOM	muraille
.	SENT	.
Ce	PRO:DEM	ce
jour	NOM	jour
presque	ADV	presque
éclaira	VER:simp	éclairer
vos	DET:POS	votre
propres	ADJ	propre
funérailles	NOM	funérailles
,	PUN	,
Titus	NAM	Titus
vous	PRO:PER	vous
embrassa	VER:simp	embrasser
mourant	VER:ppre	mourir
entre	PRP	entre
mes	DET:POS	mon
bras	NOM	bras
,	PUN	,
Et	VER:simp	Et
tout	ADV	tout
le	DET:ART	le
camp	NOM	camp
vainqueur	NOM	vainqueur
pleura	VER:simp	pleurer
votre	DET:POS	votre
trépas	NOM	trépas
.	SENT	.
Voici	ADV	voici
le	DET:ART	le
temps	NOM	temps
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
où	PRO:REL	où
vous	PRO:PER	vous
devez	VER:pres	devoir
attendre	VER:infi	attendre
Le	DET:ART	le
fruit	NOM	fruit
de	PRP	de
tant	ADV	tant
de	PRP	de
sang	NOM	sang
qu'	PRO:REL	que
ils	PRO:PER	il
vous	PRO:PER	vous
ont	VER:pres	avoir
vu	VER:pper	voir
répandre	VER:infi	répandre
.	SENT	.
Si	ADV	si
,	PUN	,
pressé	VER:pper	presser
du	PRP:det	du
désir	NOM	désir
de	PRP	de
revoir	VER:infi	revoir
vos	DET:POS	votre
États	NAM	États
,	PUN	,
Vous	NAM	Vous
vous	PRO:PER	vous
lassez	VER:pres	lasser
de	PRP	de
vivre	VER:infi	vivre
où	PRO:REL	où
vous	PRO:PER	vous
ne	ADV	ne
régnez	VER:pres	régner
pas	ADV	pas
,	PUN	,
Faut-il	NAM	Faut-il
que	KON	que
sans	PRP	sans
honneur	NOM	honneur
l'	DET:ART	le
Euphrate	NAM	Euphrate
vous	PRO:PER	vous
revoie	VER:subp	revoir
?	SENT	?
Attendez	VER:pres	attendre
pour	PRP	pour
partir	VER:infi	partir
que	KON	que
César	NAM	César
vous	PRO:PER	vous
renvoie	VER:pres	renvoyer
Triomphant	VER:ppre	triompher
,	PUN	,
et	KON	et
chargé	VER:pper	charger
des	PRP:det	du
titres	NOM	titre
souverains	ADJ	souverain
Qu'	NAM	Qu'
ajoute	VER:pres	ajouter
encore	ADV	encore
aux	PRP:det	au
rois	NOM	roi
l'	DET:ART	le
amitié	NOM	amitié
des	PRP:det	du
Romains	NAM	Romains
.	SENT	.
Rien	NOM	rien
ne	ADV	ne
peut-il	ADJ	peut-il
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
changer	VER:infi	changer
votre	DET:POS	votre
entreprise	NOM	entreprise
?	SENT	?
Vous	PRO:PER	vous
ne	ADV	ne
répondez	VER:pres	répondre
point	ADV	point
.	SENT	.
Que	KON	que
veux	VER:pres	vouloir
-tu	PRO:PER	tu
que	PRO:REL	que
je	PRO:PER	je
dise	VER:subp	dire
?	SENT	?
J'	PRO:PER	je
attends	VER:pres	attendre
de	PRP	de
Bérénice	NAM	Bérénice
un	DET:ART	un
moment	NOM	moment
d'	PRP	de
entretien	NOM	entretien
.	SENT	.
Hé	INT	hé
bien	ADV	bien
,	PUN	,
Seigneur	NAM	Seigneur
?	SENT	?
Son	DET:POS	son
sort	NOM	sort
décidera	VER:futu	décider
du	PRP:det	du
mien	PRO:POS	mien
.	SENT	.
Comment	ADV	comment
?	SENT	?
Sur	PRP	sur
son	DET:POS	son
hymen	NOM	hymen
j'	PRO:PER	je
attends	VER:pres	attendre
qu'	KON	que
elle	PRO:PER	elle
s'	PRO:PER	se
explique	VER:pres	expliquer
.	SENT	.
Si	KON	si
sa	DET:POS	son
bouche	NOM	bouche
