Oui	INT	oui
,	PUN	,
Pylade	NOM	Pylade
,	PUN	,
il	PRO:PER	il
est	VER:pres	être
vrai	ADJ	vrai
,	PUN	,
la	DET:ART	le
valeur	NOM	valeur
et	KON	et
l'	DET:ART	le
adresse	NOM	adresse
Ont	VER:futu	Ont
de	PRP	de
l'	DET:ART	le
Asie	NAM	Asie
enfin	ADV	enfin
fait	VER:pres	faire
triompher	VER:infi	triompher
la	DET:ART	le
Grèce	NAM	Grèce
.	SENT	.
De	PRP	de
tous	PRO:IND	tout
côtés	NOM	côté
en	PRP	en
foule	NOM	foule
on	PRO:PER	on
vient	VER:pres	venir
dans	PRP	dans
cette	PRO:DEM	ce
Cour	NAM	Cour
,	PUN	,
Croyant	NAM	Croyant
d'	PRP	de
Agamemnon	NAM	Agamemnon
célébrer	VER:infi	célébrer
le	DET:ART	le
retour	NOM	retour
,	PUN	,
Et	VER:simp	Et
toi	PRO:PER	toi
-même	ADJ	même
suivant	VER:ppre	suivre
le	DET:ART	le
zèle	NOM	zèle
qui	PRO:REL	qui
te	PRO:PER	te
guide	VER:pres	guider
,	PUN	,
Pour	NAM	Pour
voler	VER:infi	voler
dans	PRP	dans
Mycènes	NAM	Mycènes
as	VER:pres	avoir
quitté	VER:pper	quitter
la	DET:ART	le
Phocide	NOM	Phocide
.	SENT	.
Cependant	ADV	cependant
cher	ADV	cher
Ami	NAM	Ami
,	PUN	,
tes	DET:POS	ton
soins	NOM	soin
sont	VER:pres	être
superflus	ADJ	superflu
.	SENT	.
Les	DET:ART	le
Troyens	NAM	Troyens
sont	VER:pres	être
vengés	VER:pper	venger
:	PUN	:
mon	DET:POS	mon
Père	NOM	père
ne	ADV	ne
vit	VER:pres	vivre
plus	ADV	plus
.	SENT	.
Il	PRO:PER	il
n'	ADV	ne
est	VER:pres	être
plus	ADV	plus
!	SENT	!
Ô	INT	ô
disgrâce	NOM	disgrâce
à	PRP	à
jamais	ADV	jamais
déplorable	ADJ	déplorable
!	SENT	!
Des	PRP:det	du
caprices	NOM	caprice
du	PRP:det	du
fort	ADJ	fort
exemple	NOM	exemple
mémorable	ADJ	mémorable
!	SENT	!
Monarque	NOM	monarque
infortuné	ADJ	infortuné
!	SENT	!
Mais	KON	mais
de	PRP	de
grâce	NOM	grâce
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
Quand	NAM	Quand
,	PUN	,
comment	ADV	comment
a	VER:pres	avoir
péri	VER:pper	périr
cet	PRO:DEM	ce
illustre	VER:pres	illustrer
Vainqueur	NAM	Vainqueur
?	SENT	?
Après	KON	après
que	KON	que
pour	PRP	pour
venger	VER:infi	venger
l'	DET:ART	le
enlèvement	NOM	enlèvement
d'	PRP	de
Hélène	NAM	Hélène
Il	NAM	Il
eut	VER:simp	avoir
mis	VER:pper	mettre
Ilion	NOM	ilion
sous	PRP	sous
le	DET:ART	le
joug	NOM	joug
de	PRP	de
Mycènes	NAM	Mycènes
.	SENT	.
Enfin	ADV	enfin
à	PRP	à
la	DET:ART	le
faveur	NOM	faveur
et	KON	et
des	PRP:det	du
vents	NOM	vent
et	KON	et
des	PRP:det	du
eaux	NOM	eau
Il	NAM	Il
retournait	VER:impf	retourner
en	PRP	en
Grèce	NAM	Grèce
avec	PRP	avec
mille	NUM	mille
vaisseaux	NOM	vaisseau
.	SENT	.
De	PRP	de
proie	NOM	proie
et	KON	et
de	PRP	de
captifs	ADJ	captif
cette	PRO:DEM	ce
flotte	NOM	flotte
chargée	VER:pper	charger
Couvrait	VER:impf	couvrir
presque	ADV	presque
déjà	ADV	déjà
tout	ADV	tout
la	DET:ART	le
mer	NOM	mer
Egée	NAM	Egée
,	PUN	,
Déjà	ABR	Déjà
du	PRP:det	du
haut	NOM	haut
des	PRP:det	du
mâts	NOM	mât
les	DET:ART	le
experts	ADJ	expert
matelots	NOM	matelot
Découvraient	VER:impf	découvrir
les	DET:ART	le
sommets	NOM	sommet
des	PRP:det	du
montagnes	NOM	montagne
d'	PRP	de
Argos	NAM	Argos
:	PUN	:
Quand	KON	quand
après	PRP	après
un	DET:ART	un
long	NOM	long
calme	ADJ	calme
il	PRO:PER	il
