Prince	NOM	prince
,	PUN	,
n'	ADV	ne
en	PRO:PER	en
doutez	VER:pres	douter
point	ADV	point
,	PUN	,
je	PRO:PER	je
l'	PRO:PER	la|le
obtiendrai	VER:futu	obtenir
d'	PRP	de
Achille	NAM	Achille
.	SENT	.
Pour	KON	pour
vous	PRO:PER	vous
auprès	ADV	auprès
de	PRP	de
lui	PRO:PER	lui
tout	ADV	tout
me	PRO:PER	me
sera	VER:futu	être
facile	ADJ	facile
,	PUN	,
Et	NAM	Et
quoique	KON	quoique
mon	DET:POS	mon
amour	NOM	amour
veuille	VER:subp	vouloir
exiger	VER:infi	exiger
du	PRP:det	du
sien	PRO:POS	sien
,	PUN	,
Son	VER:simp	Son
coeur	NOM	cœur
est	VER:pres	être
trop	ADV	trop
à	PRP	à
moi	PRO:PER	moi
pour	PRP	pour
me	PRO:PER	me
refuser	VER:infi	refuser
rien	NOM	rien
.	SENT	.
Vos	DET:POS	votre
yeux	NOM	œil
en	PRO:PER	en
sont	VER:pres	être
témoins	NOM	témoin
;	PUN	;
pour	PRP	pour
fléchir	VER:infi	fléchir
son	DET:POS	son
courage	NOM	courage
En	VER:futu	En
vain	ADJ	vain
le	DET:ART	le
vieux	ADJ	vieux
Priam	NAM	Priam
a	VER:pres	avoir
tout	ADV	tout
mis	VER:pper	mettre
en	PRP	en
usage	NOM	usage
.	SENT	.
En	PRP	en
vain	ADJ	vain
ce	PRO:DEM	ce
triste	ADJ	triste
roi	NOM	roi
,	PUN	,
pour	PRP	pour
le	DET:ART	le
corps	NOM	corps
de	PRP	de
son	DET:POS	son
fils	NOM	fil|fils
,	PUN	,
A	PRP	à
joint	NOM	joint
les	DET:ART	le
pleurs	NOM	pleur|pleurs
d'	PRP	de
Hécube	NAM	Hécube
à	PRP	à
des	PRP:det	du
présents	NOM	présent
exquis	ADJ	exquis
.	SENT	.
Insensible	ADJ	insensible
à	PRP	à
ces	PRO:DEM	ce
pleurs	NOM	pleur|pleurs
,	PUN	,
trois	NUM	trois
fois	NOM	foi|fois
d'	PRP	de
une	DET:ART	un
âme	NOM	âme
fière	ADJ	fier
Il	NOM	Il
a	VER:pres	avoir
de	PRP	de
tous	PRO:IND	tout
les	DET:ART	le
deux	NUM	deux
rejeté	VER:pper	rejeter
la	DET:ART	le
prière	NOM	prière
,	PUN	,
Et	NOM	Et
par	PRP	par
tout	PRO:IND	tout
ce	PRO:DEM	ce
que	PRO:REL	que
peut	VER:pres	pouvoir
la	DET:ART	le
plus	ADV	plus
vive	ADJ	vif
douleur	NOM	douleur
,	PUN	,
Hécube	NAM	Hécube
ni	KON	ni
Priam	NAM	Priam
n'	ADV	ne
ont	VER:pres	avoir
pu	VER:pper	pouvoir
toucher	VER:infi	toucher
son	DET:POS	son
coeur	NOM	cœur
.	SENT	.
Sitôt	ADV	sitôt
qu'	KON	que
à	PRP	à
ses	DET:POS	son
genoux	NOM	genou
j'	PRO:PER	je
ai	VER:pres	avoir
fait	VER:pper	faire
voir	VER:infi	voir
Polixène	NOM	Polixène
,	PUN	,
Que	NAM	Que
j'	PRO:PER	je
ai	VER:pres	avoir
parlé	VER:pper	parler
pour	PRP	pour
elle	PRO:PER	elle
,	PUN	,
il	PRO:PER	il
a	VER:pres	avoir
cédé	VER:pper	céder
sans	PRP	sans
peine	NOM	peine
,	PUN	,
Et	NOM	Et
deux	NUM	deux
mots	NOM	mot
de	PRP	de
ma	DET:POS	mon
bouche	NOM	bouche
ont	VER:pres	avoir
fait	VER:pper	faire
en	PRP	en
un	DET:ART	un
moment	NOM	moment
Ce	NAM	Ce
que	KON	que
la	DET:ART	le
terre	NOM	terre
entière	ADJ	entier
eut	VER:simp	avoir
tenté	VER:pper	tenter
vainement	ADV	vainement
.	SENT	.
J'	PRO:PER	je
ai	VER:pres	avoir
proposé	VER:pper	proposer
la	DET:ART	le
trêve	NOM	trêve
,	PUN	,
et	KON	et
soudain	ADV	soudain
avec	PRP	avec
joie	NOM	joie
Il	NAM	Il
a	VER:pres	avoir
pour	PRP	pour
quelques	PRO:IND	quelque
jours	NOM	jour
laissé	VER:pper	laisser
respirer	VER:infi	respirer
Troie	NAM	Troie
,	PUN	,
Rendu	VER:pper	rendre
le	DET:ART	le
corps	NOM	corps
d'	PRP	de
Hector	NAM	Hector
,	PUN	,
et	KON	et
lui	PRO:PER	lui
-même	ADJ	même
honoré	VER:pper	honorer
Les	DET:ART	le
cendres	NOM	cendre
d'	PRP	de
un	DET:ART	un
héros	NOM	héro|héros
si	KON	si
justement	ADV	justement
pleuré	VER:pper	pleurer
.	SENT	.
Après	PRP	après
avoir	VER:infi	avoir
forcé	VER:pper	forcer
sa	DET:POS	son
colère	NOM	colère
à	PRP	à
se	PRO:PER	se
rendre	VER:infi	rendre
,	PUN	,
L'	DET:ART	le
illustre	ADJ	illustre
Briseis	NOM	Briseis
a	VER:pres	avoir
droit	ADJ	droit
de	PRP	de
tout	ADV	tout
prétendre	VER:infi	prétendre
.	SENT	.
Par	PRP	par
cette	PRO:DEM	ce
majesté	NOM	majesté
dont	PRO:REL	dont
brillent	VER:pres	briller
ses	DET:POS	son
appas	NOM	appas
Quels	ADJ	Quels
obstinés	ADJ	obstiné
refus	NOM	refus
ne	ADV	ne
