Oui	INT	oui
,	PUN	,
je	PRO:PER	je
viens	VER:pres	venir
dans	PRP	dans
son	DET:POS	son
Temple	NOM	temple
adorer	VER:infi	adorer
l'	DET:ART	le
Éternel	NAM	Éternel
.	SENT	.
Je	PRO:PER	je
viens	VER:pres	venir
,	PUN	,
selon	PRP	selon
l'	DET:ART	le
usage	NOM	usage
antique	ADJ	antique
et	KON	et
solennel	ADJ	solennel
,	PUN	,
Célébrer	VER:infi	célébrer
avec	PRP	avec
vous	PRO:PER	vous
la	DET:ART	le
fameuse	ADJ	fameux
journée	NOM	journée
,	PUN	,
Où	ABR	Où
sur	PRP	sur
le	DET:ART	le
mont	NOM	mont
Sina	NAM	Sina
la	DET:ART	le
Loi	NAM	Loi
nous	PRO:PER	nous
fut	VER:simp	être
donnée	VER:pper	donner
.	SENT	.
Que	KON	que
les	DET:ART	le
temps	NOM	temps
sont	VER:pres	être
changés	VER:pper	changer
!	SENT	!
Sitôt	ADV	sitôt
que	KON	que
de	PRP	de
ce	PRO:DEM	ce
jour	NOM	jour
La	DET:ART	le
trompette	NOM	trompette
sacrée	ADJ	sacré
annonçait	VER:impf	annoncer
le	DET:ART	le
retour	NOM	retour
,	PUN	,
Du	NAM	Du
Temple	VER:pres	Temple
orné	VER:pper	orner
partout	ADV	partout
de	PRP	de
festons	NOM	feston
magnifiques	ADJ	magnifique
,	PUN	,
Le	DET:ART	le
peuple	NOM	peuple
saint	ADJ	saint
en	PRP	en
foule	NOM	foule
inondait	VER:impf	inonder
les	DET:ART	le
portiques	NOM	portique
.	SENT	.
Et	KON	et
tous	PRO:IND	tout
devant	PRP	devant
l'	DET:ART	le
autel	NOM	autel
avec	PRP	avec
ordre	NOM	ordre
introduits	VER:pper	introduire
,	PUN	,
De	VER:ppre	De
leurs	DET:POS	leur
champs	NOM	champ
dans	PRP	dans
leurs	DET:POS	leur
mains	NOM	main
portant	VER:ppre	porter
les	DET:ART	le
nouveaux	ADJ	nouveau
fruits	NOM	fruit
,	PUN	,
Au	VER:simp	Au
Dieu	NOM	Dieu
de	PRP	de
l'	DET:ART	le
univers	NOM	univers
consacraient	VER:impf	consacrer
ces	PRO:DEM	ce
prémices	NOM	prémices
.	SENT	.
Les	DET:ART	le
prêtres	NOM	prêtre
ne	ADV	ne
pouvaient	VER:impf	pouvoir
suffire	VER:infi	suffire
aux	PRP:det	au
sacrifices	NOM	sacrifice
.	SENT	.
L'	DET:ART	le
audace	NOM	audace
d'	PRP	de
une	DET:ART	un
femme	NOM	femme
arrêtant	VER:ppre	arrêter
ce	PRO:DEM	ce
concours	NOM	concours
,	PUN	,
En	NOM	En
des	PRP:det	du
jours	NOM	jour
ténébreux	ADJ	ténébreux
a	VER:pres	avoir
changé	VER:pper	changer
ces	PRO:DEM	ce
beaux	ADJ	beau
jours	NOM	jour
.	SENT	.
D'	PRP	de
adorateurs	ADJ	adorateur
zélés	NOM	zélé
à	PRP	à
peine	NOM	peine
un	DET:ART	un
petit	ADJ	petit
nombre	NOM	nombre
Ose	VER:pper	Ose
des	PRP:det	du
premiers	NUM	premier
temps	NOM	temps
nous	PRO:PER	nous
retracer	VER:infi	retracer
quelque	PRO:IND	quelque
ombre	NOM	ombre
.	SENT	.
Le	DET:ART	le
reste	NOM	reste
pour	PRP	pour
son	DET:POS	son
Dieu	NOM	Dieu
montre	VER:pres	montrer
un	DET:ART	un
oubli	NOM	oubli
fatal	ADJ	fatal
,	PUN	,
Ou	VER:simp	Ou
même	ADV	même
s'	PRO:PER	se
empressant	VER:ppre	empresser
aux	PRP:det	au
autels	NOM	autel
de	PRP	de
Baal	NAM	Baal
,	PUN	,
Se	NAM	Se
fait	VER:pres	faire
initier	VER:infi	initier
à	PRP	à
ses	DET:POS	son
honteux	ADJ	honteux
mystères	NOM	mystère
,	PUN	,
Et	NAM	Et
blasphème	VER:pres	blasphémer
le	DET:ART	le
nom	NOM	nom
qu'	PRO:REL	que
ont	VER:pres	avoir
invoqué	VER:pper	invoquer
leurs	DET:POS	leur
pères	NOM	père
.	SENT	.
Je	PRO:PER	je
tremble	VER:pres	trembler
qu'	KON	que
Athalie	NAM	Athalie
,	PUN	,
à	PRP	à
ne	ADV	ne
vous	PRO:PER	vous
rien	ADV	rien
cacher	VER:infi	cacher
,	PUN	,
Vous	NOM	Vous
-même	ADJ	même
de	PRP	de
l'	DET:ART	le
autel	NOM	autel
vous	PRO:PER	vous
faisant	VER:ppre	faire
arracher	VER:infi	arracher
,	PUN	,
N'	NAM	N'
achève	VER:pres	achever
enfin	ADV	enfin
sur	PRP	sur
vous	PRO:PER	vous
ses	DET:POS	son
vengeances	NOM	vengeance
funestes	ADJ	funeste
,	PUN	,
Et	NOM	Et
d'	PRP	de
un	DET:ART	un
respect	NOM	respect
forcé	ADJ	forcé
ne	ADV	ne
dépouille	VER:subp	dépouiller
les	DET:ART	le
restes	NOM	reste
.	SENT	.
D'	PRP	de
où	PRO:REL	où
vous	PRO:PER	vous
vient	VER:pres	venir
aujourd'hui	ADV	aujourd'hui
ce	PRO:DEM	ce
noir	ADJ	noir
pressentiment	NOM	pressentiment
?	SENT	?
Pensez	VER:pres	penser
-vous	PRO:PER	vous
être	VER:infi	être
saint	ADJ	saint
et	KON	et
juste	ADJ	juste
impunément	ADV	impunément
?	SENT	?
Dès	PRP	dès
longtemps	ADV	longtemps
elle	PRO:PER	elle
hait	VER:pres	haïr
cette	PRO:DEM	ce
fermeté	NOM	fermeté
rare	ADJ	rare
Qui	NAM	Qui
rehausse	VER:pres	rehausser
en	PRP	en
Joad	NAM	Joad
l'	DET:ART	le
éclat	NOM	éclat
de	PRP	de
la	DET:ART	le
tiare	NOM	tiare
.	SENT	.
Dès	PRP	dès
longtemps	ADV	longtemps
votre	DET:POS	votre
amour	NOM	amour
pour	PRP	pour
la	DET:ART	le
religion	NOM	religion
Est	NOM	Est
traité	VER:pper	traiter
de	PRP	de
révolte	NOM	révolte
et	KON	et
de	PRP	de
sédition	NOM	sédition
.	SENT	.
Du	PRP:det	du
mérite	NOM	mérite
éclatant	VER:ppre	éclater
cette	PRO:DEM	ce
reine	NOM	reine
jalouse	ADJ	jaloux
,	PUN	,
Hait	VER:impf	Hait
surtout	ADV	surtout
Josabet	NAM	Josabet
votre	DET:POS	votre
fidèle	ADJ	fidèle
épouse	NOM	épouse
.	SENT	.
Si	KON	si
du	PRP:det	du
grand	ADJ	grand
prêtre	NOM	prêtre
Aaron	NAM	Aaron
Joad	NAM	Joad
est	VER:pres	être
successeur	NOM	successeur
,	PUN	,
De	VER:ppre	De
notre	DET:POS	notre
dernier	ADJ	dernier
roi	NOM	roi
Josabet	NAM	Josabet
est	VER:pres	être
la	DET:ART	le
soeur	NOM	sœur
.	SENT	.
Mathan	NOM	Mathan
d'	PRP	de
ailleurs	ADV	ailleurs
,	PUN	,
Mathan	NAM	Mathan
,	PUN	,
ce	PRO:DEM	ce
prêtre	NOM	prêtre
sacrilège	ADJ	sacrilège
,	PUN	,
Plus	NOM	Plus
méchant	VER:ppre	mécher
qu'	KON	que
Athalie	NAM	Athalie
,	PUN	,
à	PRP	à
toute	PRO:IND	tout
heure	NOM	heure
l'	PRO:PER	la|le
assiège	VER:pres	assiéger
;	PUN	;
Mathan	NAM	Mathan
de	PRP	de
nos	DET:POS	notre
autels	NOM	autel
infâme	ADJ	infâme
déserteur	NOM	déserteur
,	PUN	,
Et	NOM	Et
de	PRP	de
toute	PRO:IND	tout
vertu	NOM	vertu
zélé	ADJ	zélé
persécuteur	ADJ	persécuteur
.	SENT	.
C'	PRO:DEM	ce
est	VER:pres	être
peu	ADV	peu
que	KON	que
le	DET:ART	le
front	NOM	front
ceint	VER:pper	ceindre
d'	PRP	de
une	DET:ART	un
mitre	NOM	mitre
étrangère	ADJ	étranger
,	PUN	,
Ce	NAM	Ce
lévite	VER:pres	léviter
à	PRP	à
Baal	NAM	Baal
prête	VER:pres	prêter
son	DET:POS	son
ministère	NOM	ministère
.	SENT	.
Ce	PRO:DEM	ce
Temple	VER:subp	Temple
l'	DET:ART	le
importune	ADJ	importun
,	PUN	,
et	KON	et
son	DET:POS	son
impiété	NOM	impiété
Voudrait	VER:impf	Voudrait
anéantir	VER:infi	anéantir
le	DET:ART	le
Dieu	NOM	Dieu
qu'	PRO:REL	que
