Oui	INT	oui
,	PUN	,
Sunnon	NAM	Sunnon
,	PUN	,
je	PRO:PER	je
le	PRO:PER	le
veux	VER:pres	vouloir
?	SENT	?
je	PRO:PER	je
l'	PRO:PER	la|le
attends	VER:pres	attendre
de	PRP	de
ton	DET:POS	ton
zèle	NOM	zèle
,	PUN	,
Parle	NAM	Parle
,	PUN	,
trace	NOM	trace
à	PRP	à
mes	DET:POS	mon
yeux	NOM	œil
la	DET:ART	le
peinture	NOM	peinture
fidèle	ADJ	fidèle
Des	VER:simp	Des
sentiments	NOM	sentiment
divers	ADJ	divers
du	PRP:det	du
peuple	NOM	peuple
et	KON	et
des	PRP:det	du
soldats	NOM	soldat
.	SENT	.
Seigneur	NAM	Seigneur
...	PUN	...
Parle	NAM	Parle
te	PRO:PER	te
dis	VER:pres	dire
-je	PRO:PER	je
,	PUN	,
et	KON	et
ne	ADV	ne
me	PRO:PER	me
flatte	VER:pres	flatter
pas	ADV	pas
.	SENT	.
Je	PRO:PER	je
sais	VER:pres	savoir
que	KON	que
le	DET:ART	le
traité	NOM	traité
que	PRO:REL	que
je	PRO:PER	je
viens	VER:pres	venir
de	PRP	de
conclure	VER:infi	conclure
De	VER:futu	De
la	DET:ART	le
plupart	NOM	plupart
des	PRP:det	du
miens	PRO:POS	mien
excite	VER:pres	exciter
le	DET:ART	le
murmure	NOM	murmure
,	PUN	,
Que	VER:simp	Que
ne	ADV	ne
pénétrant	VER:ppre	pénétrer
point	ADV	point
dans	PRP	dans
mes	DET:POS	mon
justes	ADJ	juste
desseins	NOM	dessein
,	PUN	,
On	NAM	On
me	PRO:PER	me
voit	VER:pres	voir
à	PRP	à
regret	NOM	regret
dans	PRP	dans
le	DET:ART	le
camp	NOM	camp
des	PRP:det	du
Romains	NAM	Romains
.	SENT	.
Je	PRO:PER	je
le	PRO:PER	le
sais	VER:pres	savoir
,	PUN	,
dis	VER:pres	dire
le	DET:ART	le
reste	NOM	reste
,	PUN	,
il	PRO:PER	il
ne	ADV	ne
me	PRO:PER	me
faut	VER:pres	falloir
rien	ADV	rien
taire	VER:infi	taire
.	SENT	.
Puisque	KON	puisque
vous	PRO:PER	vous
m'	PRO:PER	me
ordonnez	VER:pres	ordonner
,	PUN	,
Seigneur	NAM	Seigneur
,	PUN	,
d'	PRP	de
être	VER:infi	être
sincère	ADJ	sincère
,	PUN	,
Je	PRO:PER	je
ne	ADV	ne
vous	PRO:PER	vous
cèle	VER:pres	celer
point	ADV	point
que	KON	que
de	PRP	de
ce	PRO:DEM	ce
changement	NOM	changement
Les	DET:ART	le
peuples	NOM	peuple
étonnés	ADJ	étonné
cherchent	VER:pres	chercher
le	DET:ART	le
fondement	NOM	fondement
:	PUN	:
""""	PUN:cit	""""
Quoi	PRO:REL	quoi
,	PUN	,
Segeste	NAM	Segeste
,	PUN	,
dit	VER:pres	dire
-on	PRO:PER	on
,	PUN	,
par	PRP	par
qui	PRO:REL	qui
la	DET:ART	le
Germanie	NAM	Germanie
Jusqu'	NAM	Jusqu'
ici	ADV	ici
des	PRP:det	du
Romains	NAM	Romains
brava	VER:simp	braver
la	DET:ART	le
tyrannie	NOM	tyrannie
,	PUN	,
Qui	NAM	Qui
de	PRP	de
flots	NOM	flot
de	PRP	de
leur	DET:POS	leur
sang	NOM	sang
couvrit	VER:simp	couvrir
nos	DET:POS	notre
champs	NOM	champ
vingt	NUM	vingt
fois	NOM	foi|fois
Qui	NAM	Qui
fit	VER:simp	faire
trembler	VER:infi	trembler
le	DET:ART	le
Tibre	NAM	Tibre
au	PRP:det	au
bruit	NOM	bruit
de	PRP	de
ses	DET:POS	son
exploits	NOM	exploit
,	PUN	,
Ce	NAM	Ce
Segeste	NAM	Segeste
aujourd'hui	ADV	aujourd'hui
peut	VER:pres	pouvoir
étouffer	VER:infi	étouffer
la	DET:ART	le
haine	NOM	haine
?	SENT	?
Et	KON	et
mêler	VER:infi	mêler
ses	DET:POS	son
drapeaux	NOM	drapeau
avec	PRP	avec
l'	DET:ART	le
Aigle	NOM	aigle
romaine	ADJ	romain
?	SENT	?
""""	PUN:cit	""""
Je	PRO:PER	je
fais	VER:pres	faire
plus	ADV	plus
.	SENT	.
Du	PRP:det	du
sénat	NOM	sénat
je	PRO:PER	je
brigue	VER:pres	briguer
la	DET:ART	le
faveur	NOM	faveur
,	PUN	,
Son	NAM	Son
estime	VER:pres	estimer
est	VER:pres	être
pour	PRP	pour
moi	PRO:PER	moi
le	DET:ART	le
comble	NOM	comble
du	PRP:det	du
bonheur	NOM	bonheur
,	PUN	,
Et	VER:simp	Et
c'	PRO:DEM	ce
est	VER:pres	être
avec	PRP	avec
plaisir	NOM	plaisir
que	PRO:REL	que
j'	PRO:PER	je
entends	VER:pres	entendre
qu'	KON	que
il	PRO:PER	il
me	PRO:PER	me
nomme	VER:pres	nommer
Allié	VER:pper	allier
de	PRP	de
l'	DET:ART	le
Empire	NAM	Empire
,	PUN	,
et	KON	et
citoyen	NOM	citoyen
de	PRP	de
Rome	NAM	Rome
.	SENT	.
Je	PRO:PER	je
regarde	VER:pres	regarder
ces	PRO:DEM	ce
noms	NOM	nom
comme	KON	comme
un	DET:ART	un
illustre	ADJ	illustre
prix	NOM	prix
.	SENT	.
Toi	PRO:PER	toi
-même	ADJ	même
à	PRP	à
ce	PRO:DEM	ce
discours	NOM	discours
tu	PRO:PER	tu
me	PRO:PER	me
parais	VER:pres	paraître
surpris	VER:pper	surprendre
!	SENT	!
Mais	KON	mais
apprends	VER:pres	apprendre
les	DET:ART	le
raisons	NOM	raison
de	PRP	de
ce	PRO:DEM	ce
qu'	PRO:REL	que
on	PRO:PER	on
m'	PRO:PER	me
a	VER:pres	avoir
vu	VER:pper	voir
faire	VER:infi	faire
,	PUN	,
Et	NOM	Et
ne	ADV	ne
condamne	VER:pres	condamner
plus	ADV	plus
une	DET:ART	un
paix	NOM	paix
nécessaire	ADJ	nécessaire
.	SENT	.
Les	DET:ART	le
dieux	NOM	dieu
sont	VER:pres	être
témoins	NOM	témoin
que	KON	que
dans	PRP	dans
mes	DET:POS	mon
desseins	NOM	dessein
,	PUN	,
Me	ABR	Me
proposant	NOM	proposant
pour	PRP	pour
but	NOM	but
le	DET:ART	le
salut	NOM	salut
des	PRP:det	du
Germains	NAM	Germains
Sans	NOM	Sans
regarder	VER:infi	regarder
jamais	ADV	jamais
ma	DET:POS	mon
grandeur	NOM	grandeur
ni	KON	ni
ma	DET:POS	mon
gloire	NOM	gloire
J'	NAM	J'
ai	VER:pres	avoir
combattu	VER:pper	combattre
pour	PRP	pour
eux	PRO:PER	eux
et	KON	et
cherché	VER:pper	chercher
la	DET:ART	le
victoire	NOM	victoire
;	PUN	;
Pendant	VER:ppre	pendre
plus	ADV	plus
de	PRP	de
vingt	NUM	vingt
ans	NOM	an
par	PRP	par
un	DET:ART	un
heureux	ADJ	heureux
effort	NOM	effort
Entre	NAM	Entre
l'	DET:ART	le
Empire	NAM	Empire
et	KON	et
moi	PRO:PER	moi
j'	PRO:PER	je
ai	VER:pres	avoir
suspendu	VER:pper	suspendre
le	DET:ART	le
sort	NOM	sort
;	PUN	;
Mais	VER:impf	Mais
dans	PRP	dans
ce	PRO:DEM	ce
même	ADJ	même
temps	NOM	temps
Rome	NAM	Rome
était	VER:impf	être
occupée	VER:pper	occuper
À	PRP	à
la	DET:ART	le
perte	NOM	perte
d'	PRP	de
Antoine	NAM	Antoine
et	KON	et
du	PRP:det	du
jeune	ADJ	jeune
Pompée	NAM	Pompée
,	PUN	,
Et	VER:simp	Et
les	DET:ART	le
chefs	NOM	chef
divisés	VER:pper	diviser
par	PRP	par
leurs	DET:POS	leur
propres	ADJ	propre
fureurs	NOM	fureur
Nous	PRO:PER	nous
laissaient	VER:impf	laisser
aisément	ADV	aisément
reculer	VER:infi	reculer
nos	DET:POS	notre
malheurs	NOM	malheur
.	SENT	.
Maintenant	ADV	maintenant
partout	ADV	partout
règne	VER:pres	régner
une	DET:ART	un
paix	NOM	paix
profonde	ADJ	profond
Qu'	NAM	Qu'
Auguste	NAM	Auguste
sous	PRP	sous
ses	DET:POS	son
lois	NOM	loi
fait	VER:pres	faire
trembler	VER:infi	trembler
tout	PRO:IND	tout
le	DET:ART	le
monde	NOM	monde
,	PUN	,
Devais	VER:impf	devoir
