La	DET:ART	le
scène	NOM	scène
du	PRP:det	du
prologue	NOM	prologue
est	VER:pres	être
dans	PRP	dans
les	DET:ART	le
jardins	NOM	jardin
de	PRP	de
Versailles	NAM	Versailles
.	SENT	.
Le	DET:ART	le
théâtre	NOM	théâtre
représente	VER:pres	représenter
les	DET:ART	le
jardins	NOM	jardin
et	KON	et
la	DET:ART	le
façade	NOM	façade
du	PRP:det	du
palais	NOM	palais
de	PRP	de
Versailles	NAM	Versailles
.	SENT	.
Le	DET:ART	le
maître	NOM	maître
de	PRP	de
ces	PRO:DEM	ce
lieux	NOM	lieu
n'	ADV	ne
aime	VER:pres	aimer
que	KON	que
la	DET:ART	le
victoire	NOM	victoire
,	PUN	,
Il	NAM	Il
en	PRO:PER	en
fait	VER:pres	faire
ses	DET:POS	son
plus	ADV	plus
chers	ADJ	cher
désirs	NOM	désir
:	PUN	:
Il	PRO:PER	il
néglige	VER:pres	négliger
ici	ADV	ici
les	DET:ART	le
plaisirs	NOM	plaisir
,	PUN	,
Et	VER:simp	Et
tous	PRO:IND	tout
ses	DET:POS	son
soins	NOM	soin
sont	VER:pres	être
pour	PRP	pour
la	DET:ART	le
gloire	NOM	gloire
.	SENT	.
Les	DET:ART	le
jeux	NOM	jeu
et	KON	et
les	DET:ART	le
amours	NOM	amour
Ne	NAM	Ne
règnent	VER:pres	régner
pas	ADV	pas
toujours	ADV	toujours
.	SENT	.
C'	PRO:DEM	ce
était	VER:impf	être
dans	PRP	dans
ces	PRO:DEM	ce
jardins	NOM	jardin
,	PUN	,
au	PRP:det	au
bord	NOM	bord
de	PRP	de
ces	PRO:DEM	ce
fontaines	NOM	fontaine
,	PUN	,
Que	VER:ppre	Que
l'	DET:ART	le
aimable	ADJ	aimable
mère	NOM	mère
d'	PRP	de
amour	NOM	amour
Espérait	VER:cond	Espérait
d'	PRP	de
établir	VER:infi	établir
sa	DET:POS	son
bienheureuse	ADJ	bienheureux
cour	NOM	cour
:	PUN	:
Mais	KON	mais
ses	DET:POS	son
espérances	NOM	espérance
sont	VER:pres	être
vaines	ADJ	vain
.	SENT	.
Les	DET:ART	le
jeux	NOM	jeu
et	KON	et
les	DET:ART	le
amours	NOM	amour
Ne	NAM	Ne
règnent	VER:pres	régner
pas	ADV	pas
toujours	ADV	toujours
.	SENT	.
Ne	ADV	ne
nous	PRO:PER	nous
écartons	VER:pres	écarter
pas	ADV	pas
de	PRP	de
ces	PRO:DEM	ce
charmantes	ADJ	charmant
plaines	NOM	plaine
,	PUN	,
Allons	VER:pres	aller
nous	PRO:PER	nous
retirer	VER:infi	retirer
dans	PRP	dans
les	DET:ART	le
bois	NOM	bois
d'	PRP	de
alentour	NOM	alentour
.	SENT	.
Ah	INT	ah
!	SENT	!
Quelles	PRO:REL	quel
peines	NOM	peine
De	VER:subi	De
quitter	VER:infi	quitter
un	DET:ART	un
si	ADV	si
beau	ADJ	beau
séjour	NOM	séjour
!	SENT	!
Le	DET:ART	le
maître	NOM	maître
de	PRP	de
ces	PRO:DEM	ce
lieux	NOM	lieu
n'	ADV	ne
aime	VER:pres	aimer
que	KON	que
la	DET:ART	le
victoire	NOM	victoire
,	PUN	,
Il	NAM	Il
en	PRO:PER	en
fait	VER:pres	faire
ses	DET:POS	son
plus	ADV	plus
chers	ADJ	cher
désirs	NOM	désir
:	PUN	:
Il	PRO:PER	il
